timestamp,latitude,longitude,PM10 (ug/m3)
1650796696,45.040421,7.709922,97.139709
1650796696,45.040421,7.709922,19.602600
1650796740,45.041225,7.709010,19.602600
1650796776,45.041725,7.708605,19.602600
1650796776,45.041725,7.708605,6.801108
1650796800,45.042675,7.708959,6.801108
1650796813,45.041756,7.707500,6.801108
1650796860,45.042675,7.708959,6.801108
1650796860,45.042675,7.708959,2.000000
1650796865,45.041180,7.707294,2.000000
1650796921,45.042675,7.708959,2.000000
1650796921,45.042675,7.708959,9.378222
1650796924,45.040859,7.706951,9.378222
1650796963,45.040924,7.707861,9.378222
1650796963,45.040924,7.707861,2.962014
1650797016,45.039734,7.713394,2.962014
1650797016,45.039734,7.713394,2.000000
1650797021,45.039314,7.709925,2.000000
1650797054,45.038979,7.710228,2.000000
1650797090,45.038780,7.710968,2.000000
1650797090,45.038780,7.710968,2.000000
1650797150,45.038429,7.711381,2.000000
1650797150,45.038429,7.711381,2.000000
1650797210,45.038212,7.711735,2.000000
1650797210,45.038212,7.711735,2.000000
1650797240,45.038113,7.712567,2.000000
1650797240,45.038113,7.712567,2.000000
1650797270,45.037655,7.713680,2.000000
1650797301,45.036999,7.713505,2.000000
1650797301,45.036999,7.713505,5.066902
1650797361,45.036663,7.713167,5.066902
1650797361,45.036663,7.713167,2.000000
1650797420,45.039734,7.713394,2.000000
1650797420,45.039734,7.713394,2.000000
1650797424,45.035637,7.713035,2.000000
1650797464,45.035271,7.713971,2.000000
1650797515,45.034847,7.714353,2.000000
1650797515,45.034847,7.714353,2.000000
1650797553,45.034302,7.714540,2.000000
1650797553,45.034302,7.714540,2.000000
1650797590,45.033306,7.714478,2.000000
1650797635,45.032597,7.712974,2.000000
1650797635,45.032597,7.712974,2.000000
1650797678,45.032276,7.712486,2.000000
1650797678,45.032276,7.712486,2.000000
1650797714,45.031937,7.712430,2.000000
1650797736,45.031372,7.712317,2.000000
1650797736,45.031372,7.712317,2.000000
1650797770,45.032135,7.713650,2.000000
1650797838,45.032391,7.713073,2.000000
1650797838,45.032391,7.713073,2.000000
1650797882,45.032181,7.715261,2.000000
1650797965,45.031200,7.715133,2.000000
1650797965,45.031200,7.715133,2.000000
1650797990,45.030922,7.715114,2.000000
1650798005,45.030491,7.714150,2.000000
1650798059,45.029957,7.712976,2.000000
1650798059,45.029957,7.712976,2.000000
1650798097,45.029381,7.713430,2.000000
1650798097,45.029381,7.713430,2.000000
1650798151,45.029030,7.714361,2.000000
1650798151,45.029030,7.714361,2.000000
1650798186,45.029255,7.715155,2.000000
1650798230,45.029572,7.716281,2.000000
1650798230,45.029572,7.716281,2.000000
1650798343,45.029827,7.716705,2.000000
1650798343,45.029827,7.716705,2.000000
1650798379,45.030739,7.719019,2.000000
1650798379,45.030739,7.719019,2.000000
1650798425,45.030704,7.720296,2.000000
1650798472,45.030525,7.721628,2.000000
1650798472,45.030525,7.721628,2.000000
1650798511,45.030712,7.722436,2.000000
1650798511,45.030712,7.722436,2.000000
1650798547,45.031204,7.721905,2.000000
1650798595,45.031330,7.721399,2.000000
1650798595,45.031330,7.721399,2.000000
1650798852,45.031040,7.721359,2.000000
1650798852,45.031040,7.721359,2.000000
1650798886,45.031357,7.721347,2.000000
1650798886,45.031357,7.721347,2.000000
1650799645,45.031071,7.721389,2.000000
1650799645,45.031071,7.721389,2.000000
1650799678,45.030827,7.722239,2.000000
1650799731,45.030773,7.718579,2.000000
1650799731,45.030773,7.718579,6.065895
1650799765,45.029697,7.716235,6.065895
1650799765,45.029697,7.716235,7.665231
1650799804,45.029457,7.714253,7.665231
1650799983,45.029625,7.715620,2.000000
1650799983,45.029625,7.715620,2.000000
1650800024,45.030643,7.717736,2.000000
1650800024,45.030643,7.717736,7.987576
1650800057,45.030888,7.717295,7.987576
1650800057,45.030888,7.717295,2.683219
1650800093,45.031467,7.717889,2.683219
1650800126,45.033047,7.718733,2.683219
1650800126,45.033047,7.718733,6.010036
1650800163,45.032349,7.716493,6.010036
1650800214,45.031395,7.712845,6.010036
1650800214,45.031395,7.712845,13.263884
1650800248,45.031326,7.711914,13.263884
1650800248,45.031326,7.711914,3.029521
1650800287,45.031841,7.712596,3.029521
1650800331,45.032749,7.713298,3.029521
1650800331,45.032749,7.713298,2.226466
1650800376,45.033920,7.714959,2.226466
1650800376,45.033920,7.714959,2.000000
1650800412,45.034752,7.714171,2.000000
1650800470,45.035316,7.716180,2.000000
1650800470,45.035316,7.716180,20.475029
1650800522,45.035706,7.713186,20.475029
1650800522,45.035706,7.713186,24.834511
1650800556,45.036324,7.712196,24.834511
1650800556,45.036324,7.712196,27.443094
1650800596,45.037540,7.712076,27.443094
1650800596,45.037540,7.712076,34.564186
1650800650,45.040863,7.707323,34.564186
1650800706,45.039757,7.711956,34.564186
1650800706,45.039757,7.711956,10.031898
1650800714,45.039757,7.712808,10.031898
1650800745,45.039734,7.713394,10.031898
1650800745,45.039734,7.713394,21.852642
1650800748,45.042439,7.715442,21.852642
1650800778,45.043331,7.716531,21.852642
1650800778,45.043331,7.716531,5.568287
1650800785,45.043949,7.715625,5.568287
1650800808,45.044868,7.713615,5.568287
1650800839,45.046337,7.711756,5.568287
1650800839,45.046337,7.711756,24.267166
1650800873,45.047817,7.709041,24.267166
1650800906,45.049862,7.706408,24.267166
1650800906,45.049862,7.706408,4.950482
1650800940,45.052902,7.707023,4.950482
1650800973,45.052765,7.707428,4.950482
1650800973,45.052765,7.707428,2.000000
1650801005,45.053604,7.699401,2.000000
1650801013,45.053982,7.699037,2.000000
1650801035,45.054653,7.697944,2.000000
1650801035,45.054653,7.697944,29.682585
1650801067,45.056183,7.696327,29.682585
1650801100,45.057583,7.693602,29.682585
1650801100,45.057583,7.693602,5.431004
1650801134,45.055977,7.691326,5.431004
1650801167,45.059654,7.691385,5.431004
1650801167,45.059654,7.691385,2.000000
1650801202,45.059795,7.695436,2.000000
1650801202,45.059795,7.695436,24.832491
1650801204,45.061207,7.693255,24.832491
1650801244,45.063034,7.695331,24.832491
1650801264,45.062813,7.699129,24.832491
1650801264,45.062813,7.699129,25.498117
1650801294,45.064323,7.695269,25.498117
1650801326,45.064919,7.695612,25.498117
1650801326,45.064919,7.695612,30.591709
1650801335,45.065151,7.694234,30.591709
1650801357,45.065651,7.693181,30.591709
1650801373,45.066002,7.692400,30.591709
1650801387,45.064953,7.694193,30.591709
1650801387,45.064953,7.694193,8.628016
1650801421,45.066849,7.689986,8.628016
1650801454,45.067474,7.688460,8.628016
1650801454,45.067474,7.688460,2.000000
1650801488,45.068081,7.686804,2.000000
1650801520,45.068684,7.685212,2.000000
1650801520,45.068684,7.685212,2.000000
1650801530,45.068817,7.684548,2.000000
1650801551,45.069302,7.683800,2.000000
1650801583,45.070145,7.683353,2.000000
1650801583,45.070145,7.683353,2.000000
1650801617,45.070885,7.683037,2.000000
1650801617,45.070885,7.683037,34.645824
1650801648,45.072140,7.683822,34.645824
1650801710,45.072372,7.684081,34.645824
1650801803,45.072224,7.684203,37.840733
1650801803,45.072224,7.684203,37.840733
